,Common_Name,Family,USDA_hardiness,Known_Hazards,Habitats,Range,Edibility_Rating,Other_Uses,Weed_Potential,Medicinal_Rating,species,Care,ID,URL,common_name,edibility,Uses,Endangered,Invasive,lookslike,picslist,leaf,flower,fruit,twig,bark,form,family,genus,symbol,range,07_Class,08_Subclass,09_Order,10_Family,11_Genus,12_Species,13_Variety,14_Variety,tsn,08_Superorder,15_Variety,16_Variety,17_Variety,18_Variety,19_Variety,01_Species,13_Subspecies,14_Subspecies,01_Variety,15_Subspecies,01_Subspecies,16_Subspecies,17_Subspecies,18_Subspecies
98,,,,,,,,,,,Cytisus scoparius,,98,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=413,Scotch broom,,,,,[],"['../images/Cytisus scoparius/latin.wav', '../images/Cytisus scoparius/leaf1.jpg', '../images/Cytisus scoparius/flower1.jpg', '../images/Cytisus scoparius/fruit1.jpg', '../images/Cytisus scoparius/twig1.jpg', '../images/Cytisus scoparius/bark1.jpg', '../images/Cytisus scoparius/form1.jpg', '../images/Cytisus scoparius/map.jpg', '../images/Cytisus scoparius/map.pdf']","Alternate, palmately compound, 3 leaflets, entire leaf 1/2 to 1 inch across, dark green above, paler and fuzzy below.","Species is monoecious; large, 1 inch long, pea-like and bright yellow, appearing in late spring and early summer.","Flat pods 1 to 1 1/2 inches long, fuzzy edges, brown when ripe in late summer.","Slender, green, angled and grooved, tips often die back; buds very small.","Greenish brown, smooth but becoming shallowly fissured with lighter strips.","Large open shrub to 10 feet, often looking tangled.",Fabaceae,Cytisus,CYSC4,,Magnoliopsida,,Fabales,Fabaceae,Cytisus,Cytisus scoparius,Cytisus scoparius var. andreanus,Cytisus scoparius var. scoparius,501966.0,Rosanae,,,,,,,,,,,,,,
99,,,,,,,,,,,Decumaria barbara,,99,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=498,woodvamp,,,,,"[['poison-ivy', 'factsheet.cfm?ID=128'], ['trumpet creeper', 'factsheet.cfm?ID=333'], ['wintercreeper', 'factsheet.cfm?ID=504'], ['climbing hydrangea', 'factsheet.cfm?ID=284']]","['../images/Decumaria barbara/latin.wav', '../images/Decumaria barbara/leaf1.jpg', '../images/Decumaria barbara/flower1.jpg', '../images/Decumaria barbara/fruit1.jpg', '../images/Decumaria barbara/twig1.jpg', '../images/Decumaria barbara/bark1.jpg', '../images/Decumaria barbara/form1.jpg', '../images/Decumaria barbara/map.jpg', '../images/Decumaria barbara/map.pdf']","Opposite, simple, elliptical, oval or ovate, 3 to 6 inches, entire or a few slight teeth, shiny dark green above, paler beneath.","Small, creamy white, fragrant flowers in terminal, round clusters (2 to 4 inches) appearing in late spring.","Dry brown, urn-shaped, ribbed capsule, 1/4 to 1/3 inch, ripen in late summer.","Slender, greenish brown to gray-brown; leaf scar narrow and crescent shaped, unique red hairy buds.","Reddish to gray-brown, numerous thin aerial rootlets.","Climbing vine, reaching heights of 40 feet; stems become covered in aerial roots.",Hydrangeaceae,Decumaria,DEBA4,Decumaria barbara is native to North America. Range may be expanded by planting.,Magnoliopsida,,Cornales,Hydrangeaceae,Decumaria,Decumaria barbara,,,24323.0,Asteranae,,,,,,,,,,,,,,
100,,,,,,,,,,,Deutzia scabra,,100,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=674,fuzzy deutzia,,,,,"[['old fashioned weigela', 'factsheet.cfm?ID=404'], ['beautybush', 'factsheet.cfm?ID=416'], ['glossy abelia', 'factsheet.cfm?ID=417'], ['Amur honeysuckle', 'factsheet.cfm?ID=268']]","['../images/Deutzia scabra/latin.wav', '../images/Deutzia scabra/leaf1.jpg', '../images/Deutzia scabra/flower1.jpg', '../images/Deutzia scabra/fruit1.jpg', '../images/Deutzia scabra/twig1.jpg', '../images/Deutzia scabra/bark1.jpg', '../images/Deutzia scabra/form1.jpg', '../images/Deutzia scabra/map.jpg', '../images/Deutzia scabra/map.pdf']","Opposite, simple, deciduous, serrate, light green and slightly pubescent on both surfaces, giving them a rough or scabrous feel, to 4 inches long and 2 inches wide, leaf base rounded and tip somewhat acuminate.","Very showy, snow white (although pink cultivars are available), fragrant, borne on a panicle to 6 inches, individual flowers to 1/2 to 3/4 inch, appearing in late spring to early summer.","A dry brown capsule, 1/4 inch, ripening in early fall and persistent through winter.","Slender, fuzzy/scabrous, new growth red-brown to green, hollow pith, scaly and pointed buds.","Reddish brown to orange-brown and exfoliating in large sheets, attractive.","A large shrub to 10 feet with an open, arching crown, may appear unkept.",Hydrangeaceae,Deutzia,DESC4,,Magnoliopsida,,Cornales,Hydrangeaceae,Deutzia,Deutzia scabra,,,24326.0,Asteranae,,,,,,,,,,,,,,
101,,,,,,,,,,,Diervilla lonicera,,101,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=423,northern bush-honeysuckle,,,,,"[['Amur honeysuckle', 'factsheet.cfm?ID=268'], ['American fly honeysuckle', 'factsheet.cfm?ID=911'], ['silky dogwood', 'factsheet.cfm?ID=28'], ['red-osier dogwood', 'factsheet.cfm?ID=207']]","['../images/Diervilla lonicera/latin.wav', '../images/Diervilla lonicera/leaf1.jpg', '../images/Diervilla lonicera/flower1.jpg', '../images/Diervilla lonicera/fruit1.jpg', '../images/Diervilla lonicera/twig1.jpg', '../images/Diervilla lonicera/bark1.jpg', '../images/Diervilla lonicera/form1.jpg', '../images/Diervilla lonicera/map.jpg', '../images/Diervilla lonicera/map.pdf', '../images/Diervilla lonicera/fall.jpg']","Opposite, simple, ovate to elliptical, long pointed, 2 to 4 inches long, serrated margin, green above, slightly paler below.","Yellow to red, tube-like with spreading petals, 1/2 inch across, appearing in early summer.","A dry, long-pointed, vase-shaped capsule, tips flare out into thin hairs.","Slender, ridged or lined, scales present at twig base, greenish red turning light brown, buds small.","Gray to light reddish brown, finely shreddy with age.",Low shrub (to 4 feet) with a densely sprawling habit that forms mounds.,Caprifoliaceae,Diervilla,DILO,Diervilla lonicera is native to North America. Range may be expanded by planting.,Magnoliopsida,,Dipsacales,Diervillaceae,Diervilla,Diervilla lonicera,,,35310.0,Asteranae,,,,,,,,,,,,,,
102,,,,,,,,,,,Diospyros virginiana,,102,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=29,common persimmon,edible,,,,"[['blackgum', 'factsheet.cfm?ID=60'], ['sourwood', 'factsheet.cfm?ID=61'], ['sassafras', 'factsheet.cfm?ID=84']]","['../images/Diospyros virginiana/latin.wav', '../images/Diospyros virginiana/leaf1.jpg', '../images/Diospyros virginiana/flower1.jpg', '../images/Diospyros virginiana/fruit1.jpg', '../images/Diospyros virginiana/twig1.jpg', '../images/Diospyros virginiana/bark1.jpg', '../images/Diospyros virginiana/form1.jpg', '../images/Diospyros virginiana/map.jpg', '../images/Diospyros virginiana/map.pdf', '../images/Diospyros virginiana/fall.jpg']","Alternate, simple, oblong to oval, 2 1/2 to 5 inches long, pinnately-veined, margin entire, lustrous green above and paler or whitened below.","Species is usually dioecious; both white to greenish-white and about 1/2 inch long; male flowers in 3's; female flowers solitary and urn-shaped, appear in late spring and early summer.","A plum-like berry that is green before ripening, turning orange to black when ripe, 3/4 to 2 inches in diameter, leafy bracts on top of fruit.","Slender, light brown to gray, maybe scabrous or pubescent; no true terminal bud and twig scar is often very prominent, buds triangular, appressed, dark red to black with 2 bud scales; leaf scar has one oval vascular bundle trace.","When young gray-brown with orange in fissures, later becoming much darker, breaking up into square scaly thick plates; reminiscent of charcoal briquettes (very unique).",A small to medium sized tree to 60 feet with a round-topped crown of crooked branches.,Ebenaceae,Diospyros,DIVI5,Diospyros virginiana is native to North America. Range may be expanded by planting.,Magnoliopsida,,Ericales,Ebenaceae,Diospyros,Diospyros virginiana,,,23855.0,Asteranae,,,,,,,,,,,,,,
103,,,,,,,,,,,Dirca palustris,,103,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=1013,eastern leatherwood,,,,,"[['spicebush', 'factsheet.cfm?ID=123'], ['buffalo nut', 'factsheet.cfm?ID=960'], ['blackgum', 'factsheet.cfm?ID=60']]","['../images/Dirca palustris/latin.wav', '../images/Dirca palustris/leaf1.jpg', '../images/Dirca palustris/twig1.jpg', '../images/Dirca palustris/bark1.jpg', '../images/Dirca palustris/form1.jpg', '../images/Dirca palustris/map.jpg', '../images/Dirca palustris/map.pdf']","Alternate, simple, deciduous, ovate to elliptical, 2 to 4 inches long, thin, dark glossy green above and paler below, margins entire, initially with fine hairs but becoming glabrous, petioles are very short, fall color pale yellow.","In pendant clusters of three or fewer, individual flowers with yellow petals fused into a tube; appearing in early Spring with or slightly before the leaves.","A small drupe to 1/2 long, green changing white to red at maturity.","Appearing jointed, flexible, gray-brown to red-brown, very flexible and difficult to snap; buds dark brown with a few fuzzy bud scales; leaf scars U-shaped, nearly encircling the bud.","Gray-brown and smooth, may develop slight corky ridges.",A spindly shrub to 10 feet but more commonly to 5 feet.,Thymelaeaceae,Dirca,DIPA9,Dirca palustris is native to North America. Range may be expanded by planting.,Magnoliopsida,,Malvales,Thymelaeaceae,Dirca,Dirca palustris,,,27129.0,Rosanae,,,,,,,,,,,,,,
104,,,,,,,,,,,Elaeagnus angustifolia,,104,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=120,Russian-olive,,,,,"[['silverberry', 'factsheet.cfm?ID=1014'], ['autumn-olive', 'factsheet.cfm?ID=269'], ['buffaloberry', 'factsheet.cfm?ID=692'], ['sandbar willow', 'factsheet.cfm?ID=566']]","['../images/Elaeagnus angustifolia/latin.wav', '../images/Elaeagnus angustifolia/leaf1.jpg', '../images/Elaeagnus angustifolia/flower1.jpg', '../images/Elaeagnus angustifolia/fruit1.jpg', '../images/Elaeagnus angustifolia/twig1.jpg', '../images/Elaeagnus angustifolia/bark1.jpg', '../images/Elaeagnus angustifolia/form1.jpg', '../images/Elaeagnus angustifolia/map.jpg', '../images/Elaeagnus angustifolia/map.pdf']","Alternate, simple, 1 to 3 inches long, 1/2 inch wide, linear or lanceolate in shape with an entire margin.","Bell-shaped, 3/8 to 5/8 inch long, very fragrant, lacking petals, silvery or whitish, appearing in spring.","Berry-like achene, silvery reddish brown, 1/2 inch long, sweet and edible but quite dry, maturing in late summer.","Young branches are silvery and scaly, and may bear thorns.","Smooth and gray when young, becoming irregularly ridged and furrowed later.","A shrub or small tree to 40 feet, rounded in outline.",Elaeagnaceae,Elaeagnus,ELAN,,Magnoliopsida,,Rosales,Elaeagnaceae,Elaeagnus,Elaeagnus angustifolia,,,27770.0,Rosanae,,,,,,,,,,,,,,
105,,,,,,,,,,,Elaeagnus pungens,,105,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=834,thorny-olive,,,,y,"[['Russian-olive', 'factsheet.cfm?ID=120'], ['autumn-olive', 'factsheet.cfm?ID=269'], ['buffaloberry', 'factsheet.cfm?ID=692']]","['../images/Elaeagnus pungens/latin.wav', '../images/Elaeagnus pungens/leaf1.jpg', '../images/Elaeagnus pungens/flower1.jpg', '../images/Elaeagnus pungens/fruit1.jpg', '../images/Elaeagnus pungens/twig1.jpg', '../images/Elaeagnus pungens/bark1.jpg', '../images/Elaeagnus pungens/form1.jpg', '../images/Elaeagnus pungens/map.jpg', '../images/Elaeagnus pungens/map.pdf']","Evergreen, alternate, simple, thick, 2 to 4 inches long, half (or less) as wide, oval to lanceolate, with entire to wavy margins that may be crisped with brown scales, shiny waxy green and distinctly scaly above, silvery and scaly below and on the petiole.","Bell-shaped, 1/2 to 5/8 inch long, distinctly fragrant, lacking petals, pale yellow to white, appearing in late fall.","Berry-like oval achene, red covered with silver scales, 1/2 to 3/4 inch long, sweet, juicy and edible, matures in spring.","Silvery scaly or red-brown scaly, may bear thorns, later developing a shiny light brown color; buds are small, silvery-brown and rounded, covered with 4 very loose scales.","Scaly reddish brown and smooth when young, with orange lenticels.","A shrub, small tree, or a scrambling climber, to 20 feet tall and as wide when free-standing, when given a supporting structure it can climb higher, very irregular in outline, with long slender branches often sticking up above the rest of the ""crown"", produces root suckers.",Elaeagnaceae,Elaeagnus,ELPU2,,Magnoliopsida,,Rosales,Elaeagnaceae,Elaeagnus,Elaeagnus pungens,,,502223.0,Rosanae,,,,,,,,,,,,,,
106,,,,,,,,,,,Elaeagnus umbellata,,106,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=269,autumn-olive,,,,y,"[['Russian-olive', 'factsheet.cfm?ID=120'], ['thorny-olive', 'factsheet.cfm?ID=834'], ['buffaloberry', 'factsheet.cfm?ID=692'], ['silverberry', 'factsheet.cfm?ID=1014']]","['../images/Elaeagnus umbellata/latin.wav', '../images/Elaeagnus umbellata/leaf1.jpg', '../images/Elaeagnus umbellata/flower1.jpg', '../images/Elaeagnus umbellata/fruit1.jpg', '../images/Elaeagnus umbellata/twig1.jpg', '../images/Elaeagnus umbellata/bark1.jpg', '../images/Elaeagnus umbellata/form1.jpg', '../images/Elaeagnus umbellata/map.jpg', '../images/Elaeagnus umbellata/map.pdf', '../images/Elaeagnus umbellata/fall.jpg']","Alternate, simple, 1 to 3 inches long, 1 to 1 1/2 inches wide, lanceolate in shape with an entire margin.","Bell-shaped, 1/2 inch long, very fragrant, lacking petals, yellow-white, appearing in spring.","Berry-like achene, red covered with silver scales, 1/4 to 1/3 inch long, sweet and juicy, matures in late summer.","Young branches are silvery and scaly, and may bear thorns, later developing a light brown color; buds are small, silvery-brown and rounded, covered with 4 scales.","Smooth and gray when young, becoming split and furrowed later.","A shrub or very small tree to 15 feet, rounded in outline.",Elaeagnaceae,Elaeagnus,ELUM,,Magnoliopsida,,Rosales,Elaeagnaceae,Elaeagnus,Elaeagnus umbellata,Elaeagnus umbellata var. parvifolia,,27776.0,Rosanae,,,,,,,,,,,,,,
107,,,,,,,,,,,Epigaea repens,,107,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=835,trailing arbutus,,,,,[],"['../images/Epigaea repens/latin.wav', '../images/Epigaea repens/leaf1.jpg', '../images/Epigaea repens/flower1.jpg', '../images/Epigaea repens/fruit1.jpg', '../images/Epigaea repens/twig1.jpg', '../images/Epigaea repens/bark1.jpg', '../images/Epigaea repens/form1.jpg', '../images/Epigaea repens/map.jpg', '../images/Epigaea repens/map.pdf']","Alternate, evergreen, ovate to nearly oval, hairy margins, 2 to 3 inches long, heart-shaped base and somewhat thickened, shiny dark green above, a bit lighter and hairy beneath.","Perfect, white, pink to nearly red, 5 petals, up to 1/2 inch across, groups of 3 to 5, very fragrant, appearing in early to mid-spring.","Berry-like, round capsule, 1/2 inch across, pale yellow-orange, ripens in late summer.","Basically not present, nearly prostrate stems are reddish brown, hairy and slightly shreddy; buds with loose green scales.",,"Low growing, creeping woody herb, large leaves are mostly all that is visible.",Ericaceae,Epigaea,EPRE2,Epigaea repens is native to North America. Range may be expanded by planting.,Magnoliopsida,,Ericales,Ericaceae,Epigaea,Epigaea repens,,,23646.0,Asteranae,,,,,,,,,,,,,,
108,,,,,,,,,,,Eubotrys racemosus,,108,http://dendro.cnre.vt.edu/dendrology/syllabus/factsheet.cfm?ID=467,swamp doghobble,,,,,"[['summersweet clethra', 'factsheet.cfm?ID=279'], ['sweetspire', 'factsheet.cfm?ID=291'], ['coast leucothoe', 'factsheet.cfm?ID=346'], ['fetterbush lyonia', 'factsheet.cfm?ID=360']]","['../images/Eubotrys racemosus/latin.wav', '../images/Eubotrys racemosus/leaf1.jpg', '../images/Eubotrys racemosus/flower1.jpg', '../images/Eubotrys racemosus/fruit1.jpg', '../images/Eubotrys racemosus/twig1.jpg', '../images/Eubotrys racemosus/bark1.jpg', '../images/Eubotrys racemosus/form1.jpg', '../images/Eubotrys racemosus/map.jpg', '../images/Eubotrys racemosus/map.pdf']","Alternate, simple, sharply but finely serrated; 1 1/2 to 3 inches long, ovate to lance shaped; deciduous, shiny green above, paler below.",White bell-shaped flowers (1/4 inch long) in curving hanging racemes (2 to 4 inches long) from base of new branches; appearing in spring.,Dry brown capsules each 1/4 inch long in hanging one sided clusters; mature in early fall.,"Slender, green (may have some red); small buds with visible scales, may have visible catkin like flower clusters in winter.","Smooth, light brown; larger stems may become finely scaly.",A suckering plant that tends to form thickets; may reach up to 12 feet in height.,Ericaceae,Eubotrys,EURA14,Eubotrys racemosus is native to North America. Range may be expanded by planting.,Magnoliopsida,,Ericales,Ericaceae,Eubotrys,Eubotrys racemosus,,,,,,,,,,,,,,,,,,
