ID,name,vapage,website,phone,address,region,descr,reglatlong,times,fees,amenities,trails,shipsto
20,Blacksnake Meadery,https://www.virginiawine.org/wineries/blacksnake-meadery,http://www.blacksnakemead.com,540-834-6172,"605 Buffalo Road, Dugspur, VA 24325",Blue Ridge,"Blacksnake Meadery is a farm winery specializing in honey wines, or meads.  Virginia Wildflower honey is used to produce the mead.  Wildflower and Summer Lea meads are produced entirely from our own honey.  Featured wines range from a sweet dessert mead to dry meads which highlight the floral character of the honey, rather than its sweetness.","(36.776915, -80.54289)","['Mon: Closed - Closed', 'Tues: Closed - Closed', 'Wed: Closed - Closed', 'Thurs: Closed - Closed', 'Fri: Closed - Closed', 'Sat: 11:00 AM -  5:00 PM', 'Sun: Closed - Closed', 'Child: Friendly', 'Picnic: Area', 'Tasting: Room', 'Blue: Ridge Wine Trail', 'Mountain: Road Wine Experience ']",Tasting Fee: $8,"['Features', 'Child Friendly', 'Picnic Area', 'Tasting Room']","[('Blue Ridge Wine Trail', 'https://www.blueridgewinetrail.com\n'), ('Mountain Road Wine Experience', 'http://www.mountainroadwineexperience.com/')]","['Alaska', 'Arizona', 'Colorado', 'Florida', 'Georgia', 'Idaho', 'Illinois', 'Indiana', 'Iowa', 'Kansas', 'Louisiana', 'Maine', 'Maryland', 'Massachusetts', 'Minnesota', 'Missouri', 'Montana', 'Nebraska', 'Nevada', 'Ohio', 'Oregon', 'Pennsylvania', 'Tennessee', 'Texas', 'Virginia', 'Washington', 'Wisconsin', 'Wyoming']"
21,Blenheim Vineyards,https://www.virginiawine.org/wineries/blenheim-vineyards,http://www.blenheimvineyards.com,434-293-5366,"31 Blenheim Farm, Charlottesville, Virginia 22902",Central Virginia,"Blenheim Vineyards is a winery dedicated to making high quality wines that reflect the climate, soil and beauty of the landscape. Founded in 2000 on the historic Blenheim estate in Albemarle County, the goal at Blenheim Vineyards is to bottle wine from single vineyards and small parcels to capture the distinct characteristics of each site.","(37.931691, -78.498997)","['Mon: 11:00 AM - 5:30 PM', 'Tues: 11:00 AM - 5:30 PM', 'Wed: 11:00 AM - 5:30 PM', 'Thurs: 11:00 AM - 5:30 PM', 'Fri: 11:00 AM - 5:30 PM', 'Sat: 11:00 AM - 5:30 PM', 'Sun: 11:00 AM - 5:30 PM', 'Child: Friendly', 'Food: Available: Light Fare', 'Pet: Friendly', 'Picnic: Area', 'Private: Parties', 'Reservation: Required', 'Tasting: Room', 'Monticello: Wine Trail']",Tasting Fee: $10.00,"['Features', 'Child Friendly', 'Food Available', 'Light Fare', 'Pet Friendly', 'Picnic Area', 'Private Parties', 'Reservation Required', 'Tasting Room']","[('Monticello Wine Trail', 'https://www.monticellowinetrail.com\n')]","['Arizona', 'California', 'Colorado', 'Florida', 'Georgia', 'Idaho', 'Illinois', 'Indiana', 'Iowa', 'Kansas', 'Maine', 'Maryland', 'Michigan', 'Minnesota', 'Missouri', 'Montana', 'Nebraska', 'Ohio', 'Oregon', 'Tennessee', 'Texas', 'Vermont', 'Virginia', 'Washington', 'Wisconsin', 'Wyoming']"
22,Blue Bee Cider,https://www.virginiawine.org/wineries/blue-bee-cider,http://www.bluebeecider.com,804-231-0280,"1320 Summit Ave, Richmond, VA 23230",Central Virginia,"Located in the historic Scott's Addition district in Richmond, Blue Bee Cider is Virginia's first urban cidery.","(37.5666519, -77.4724461)","['Mon: 2:00 PM - 9:00 PM', 'Tues: 2:00 PM - 9:00 PM', 'Wed: 2:00 PM - 9:00 PM', 'Thurs: 2:00 PM - 9:00 PM', 'Fri: 2:00 PM - 9:00 PM', 'Sat: 1:00 PM - 10:00 PM', 'Sun: 1:00 PM - 8:00 PM', 'Child: Friendly', 'Food: Available: Light Fare', 'Group: Tours', 'Pet: Friendly', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ']",Tour Fee: $15.00,"['Features', 'Child Friendly', 'Food Available', 'Light Fare', 'Group Tours', 'Pet Friendly', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings']",,"['California', 'Florida', 'Maryland', 'Pennsylvania', 'Texas', 'Virginia']"
23,Bluemont Vineyard,https://www.virginiawine.org/wineries/bluemont-vineyard,http://BluemontVineyard.com,540 554 8439,"18755 Foggy Bottom Road, Bluemont, Virginia 20135",Northern Virginia,"Bluemont Vineyard was conceived in a love affair between agriculture and wine. Established in 2007, This small country winery is a natural extension of Great Country Farms (CSA) across the street. As a small-run winery, an average of 5000 carefully crafted cases of wine are produced each year. Discover a broad spectrum of wines with an emphasis on quality of product as well as skill, enthusiasm and artistry of the team of people creating each unique vintage.","(39.0973653, -77.8362591)","['Mon: 3:00 AM - 10:00 AM', 'Tues: Closed - Closed', 'Wed: 3:00 AM - 10:00 AM', 'Thurs: 3:00 AM - 10:00 AM', 'Fri: 3:00 AM - 10:00 AM', 'Sat: 3:00 AM - 10:00 AM', 'Sun: 3:00 PM - 10:00 PM', 'Child: Friendly', 'Food: Available: Light Fare', 'Food: Available: Restaurant', 'Group: Tours', 'Pet: Friendly', 'Picnic: Area', 'Tasting: Room', 'Weddings:  ', 'Wine: Shop', 'Loudoun: Wine Trail', 'Tuski: e']",Reserve Tasting Fee: 15.00,"['Features', 'Child Friendly', 'Food Available', 'Light Fare', 'Food Available', 'Restaurant', 'Group Tours', 'Pet Friendly', 'Picnic Area', 'Tasting Room', 'Weddings', 'Wine Shop']","[('Loudoun Wine Trail', 'https://www.visitloudoun.org\n'), (""Tuskie's Wine Trail"", 'http://www.tuskies.com/WineTrail/')]",
24,Blue Quartz Winery,https://www.virginiawine.org/wineries/blue-quartz-winery,www.bluequartzwinery.com,5409234048,"2585 S F T Valley Road, Etlan, VA 22719",Central Virginia,"Madison County’s newest winery and tasting room sits on a knoll in scenic Etlan overlooking the beautifully maintained vineyard and Old Rag Mountain.  The inside is finished with rustic hickory flooring, pine walls, and a cathedral ceiling hung with antique wagon wheel chandeliers.  Five French doors lead to spacious outdoor areas:  large central patio, two covered pavilions, expansive lawn with picnic tables, and a German Bier Garten.  Currently we have a few wines for sale along with our signature Thornton River Cider. We are home to Shotwell Run Brewing Company, which features a selection of seasonal craft beers brewed on site.","(38.4888822, -78.2828639)","['Mon: Closed', 'Tues: Closed', 'Wed: Closed', 'Thurs: Closed', 'Fri: 3:00 PM - 9:00 PM', 'Sat: 12:00 PM - 9:00 PM', 'Sun: 12:00 PM - 6:00 PM', 'Child: Friendly', 'Food: Available: Light Fare', 'Pet: Friendly', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Tween: Rivers Trail']",Tasting Fee: $7.00,"['Features', 'Child Friendly', 'Food Available', 'Light Fare', 'Pet Friendly', 'Private Parties', 'Tasting Room', 'Weddings']","[('Tween Rivers Trail', 'http://www.tweenriverstrail.com/')]",
25,Blue Ridge Vineyard,https://www.virginiawine.org/wineries/blue-ridge-vineyard,http://www.blueridgevineyard.com,(540) 798-7642,"1027 Shiloh Dr., Eagle Rock, VA 24085",Shenandoah Valley,"Located at the head of the Shenandoah Valley with magnificent views in the heart of Blue Ridge Mountain country. Pinot Noir, Riesling, Gewurtztraminer, Cabernet Franc, and Traminette wines are crafted from old growth vines. Enjoy a picnic and walk the mountain trails on the 300-acre farm. Plan your wedding, reunion, or corporate event in our spacious barn.","(37.630381, -79.747594)","['Mon: Closed - Closed', 'Tues: Closed - Closed', 'Wed: Closed - Closed', 'Thurs: Closed - Closed', 'Fri: 12:00 PM -  5:00 PM', 'Sat: 12:00 PM -  5:00 PM', 'Sun: 12:00 PM -  5:00 PM', 'Botetourt: County Wine Trail', 'Shenandoah: Valley Wine Trail']",Tour Fee: none,,"[('Botetourt County Wine Trail', 'https://www.botetourtwinetrail.com\n'), ('Shenandoah Valley Wine Trail', 'https://www.shenandoahvalleywinetrail.com')]",['Virginia']
26,Bluestone Vineyard,https://www.virginiawine.org/wineries/bluestone-vineyard,http://www.bluestonevineyard.com,540-828-0099,"4828 Spring Creek Road, Bridgewater, VA 22812",Shenandoah Valley,"Located in the western Shenandoah Valley, Bluestone Vineyard offers impressive views of the mountains and surrounding farm land.  Enjoy the view of our hillside vineyard from our tasting room as you taste our wines and experience a little of the Valley's atmosphere and friendliness.","(38.3865542, -79.0095853)","['Mon: 11:00 AM - 6:00 PM', 'Tues: 11:00 AM - 6:00 PM', 'Wed: 11:00 AM - 6:00 PM', 'Thurs: 11:00 AM - 6:00 PM', 'Fri: 11:00 AM - 8:00 PM', 'Sat: 11:00 AM - 6:00 PM', 'Sun: 1:00 PM - 6:00 PM', 'Child: Friendly', 'Food: Available: Light Fare', 'Group: Tours', 'Pet: Friendly', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Wine: Shop', 'Shenandoah: Valley Wine Trail']",Tour Fee: No Tours,"['Features', 'Child Friendly', 'Food Available', 'Light Fare', 'Group Tours', 'Pet Friendly', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings', 'Wine Shop']","[('Shenandoah Valley Wine Trail', 'https://www.shenandoahvalleywinetrail.com')]","['Alaska', 'Arizona', 'California', 'Florida', 'Georgia', 'Hawaii', 'Idaho', 'Illinois', 'Indiana', 'Iowa', 'Kansas', 'Louisiana', 'Maine', 'Massachusetts', 'Minnesota', 'Missouri', 'Nebraska', 'Nevada', 'Ohio', 'Oregon', 'Pennsylvania', 'Tennessee', 'Texas', 'Virginia', 'Washington', 'Wisconsin', 'Wyoming']"
27,Blue Valley Vineyard and Winery,https://www.virginiawine.org/wineries/blue-valley-vineyard-and-winery,http://www.bluevalleyvineyardandwinery.com,(540) 364-2347,"5535 Blue Valley Way, Delaplane, VA 20144",Northern Virginia,"Blue Valley Winery is owned and operated by the Zissios family, whose deep love of wine and old-world sensibilities are blended into every acre and bottle produced.  World-class, award-winning wine consultant John Levenberg completes the winemaking team.","(38.890654, -77.9049432)","['Mon: 11:00 AM -  5:00 PM', 'Tues: 11:00 AM -  5:00 PM', 'Wed: 11:00 AM -  5:00 PM', 'Thurs: 11:00 AM -  5:00 PM', 'Fri: 11:00 AM -  6:00 PM', 'Sat: 11:00 AM -  6:00 PM', 'Sun: 11:00 AM -  6:00 PM', 'Bu: s', 'Food: Available: Light Fare', 'Group: Tours', 'Pet: Friendly', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Fauquier: County Wine Trail']",Tour Fee: $10.00 person,"['Features', 'Bus/RV Parking', 'Food Available', 'Light Fare', 'Group Tours', 'Pet Friendly', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings']","[('Fauquier County Wine Trail', 'https://www.fauquiertourism.com/wineries.html\n')]","['Alabama', 'Alaska', 'Arizona', 'California', 'Colorado', 'Florida', 'Georgia', 'Hawaii', 'Idaho', 'Indiana', 'Iowa', 'Kansas', 'Louisiana', 'Maine', 'Maryland', 'Massachusetts', 'Minnesota', 'Missouri', 'Nevada', 'Ohio', 'Oregon', 'Tennessee', 'Texas', 'Virginia', 'Wisconsin', 'Wyoming']"
28,Bodie Vineyards,https://www.virginiawine.org/wineries/bodie-vineyards,http://www.bodievineyards.com,(804) 598-2240,"1809 May Way Drive, Powhatan, VA 23139",Central Virginia,"We are a small Farm Winery located near Flat Rock in Powhatan County, VA.  We are the first licensed farm winery in Powhatan County.","(37.5183612, -77.8368679)","['Mon: 1:00 PM - 6:00 PM', 'Tues: 1:00 PM - 6:00 PM', 'Wed: 1:00 PM - 6:00 PM', 'Thurs: Closed - Closed', 'Fri: 1:00 PM - 6:00 PM', 'Sat: 1:00 PM - 6:00 PM', 'Sun: Closed - Closed', 'Group: Tours', 'Picnic: Area', 'Private: Parties', 'Tasting: Room']",,"['Features', 'Group Tours', 'Picnic Area', 'Private Parties', 'Tasting Room']",,
29,Bogati Winery,https://www.virginiawine.org/wineries/bogati-winery,http://www.bogatibodega.com,540-338-1144,"35246 Harry Byrd Highway, Round Hill, VA 20142",Northern Virginia,"Bogati Winery is a small winery and wine bar located in the old Hill High Orchard building on Rt 7 in western Loudoun County, near Round Hill, Purcellville and Leesburg. Easily accessible from Northern Virginia, Fairfax County, Arlington, Alexandria and Washington, D.C., the goal of Bogati Winery is to provide a respite and escape from the hustle and bustle, a place to enjoy and explore our hand-made, Virginian wine a world away from traffic and the DC commute.","(39.1277991, -77.7873132)","['Mon: 2:00 PM -  6:00 PM', 'Tues: 2:00 PM -  6:00 PM', 'Wed: 2:00 PM -  6:00 PM', 'Thurs: 2:00 PM -  6:00 PM', 'Fri: 1:00 PM -  9:00 PM', 'Sat: 1:00 PM -  8:00 PM', 'Sun: 1:00 PM -  6:00 PM', 'Food: Available: Light Fare', 'Group: Tours', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Wine: Shop', 'Loudoun: Wine Trail']",Tour Fee: $15.00,"['Features', 'Food Available', 'Light Fare', 'Group Tours', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings', 'Wine Shop']","[('Loudoun Wine Trail', 'https://www.visitloudoun.org\n')]","['California', 'Florida', 'Virginia']"
30,Bold Rock Cider,https://www.virginiawine.org/wineries/bold-rock-cider,http://www.boldrock.com/,,"1020 Rockfish Valley Hwy, Nellysford, Virginia 22958",Central Virginia,,"(37.8815497, -78.9034916)","['Mon: 11:00 AM -  6:00 PM', 'Tues: 11:00 AM -  6:00 PM', 'Wed: 11:00 AM -  6:00 PM', 'Thurs: 11:00 AM -  6:00 PM', 'Fri: 11:00 AM -  6:00 PM', 'Sat: 11:00 AM -  6:00 PM', 'Sun: 11:00 AM -  6:00 PM', 'Bu: s', 'Food: Available: Light Fare', 'Group: Tours', 'Overnight: Stay', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Wine: Shop']",,"['Features', 'Bus/RV Parking', 'Food Available', 'Light Fare', 'Group Tours', 'Overnight Stay', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Wine Shop']",,
31,Boxwood Estate Winery,https://www.virginiawine.org/wineries/boxwood-estate-winery,http://www.boxwoodwinery.com,(540) 687-8778,"2042 Burrland Rd, Middleburg, VA 20117",Northern Virginia,"Boxwood Estate Winery in the Middleburg Virginia AVA, is the fulfillment of a long-held dream by proprietor John Kent Cooke, former owner and president of the NFL Washington Redskins. An admirer and collector of French wines, particularly great Bordeaux, Cooke and his team at Boxwood are committed to making premium red & white wines in the Bordeaux tradition, but with their own, distinct Virginia expression.","(38.9454409, -77.7518784)","['Mon: Closed', 'Tues: Closed', 'Wed: Closed', 'Thurs: 11:00 AM - 6:00 PM', 'Fri: 11:00 AM - 6:00 PM', 'Sat: 11:00 AM - 6:00 AM', 'Sun: 11:00 AM - 6:00 PM', 'Food: Available: Light Fare', 'Group: Tours', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Wine: Shop', 'Fauquier: County Wine Trail', 'Loudoun: Wine Trail', 'Tuski: e']",Tasting Fee: 12.00,"['Features', 'Food Available', 'Light Fare', 'Group Tours', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Wine Shop']","[('Fauquier County Wine Trail', 'https://www.fauquiertourism.com/wineries.html\n'), ('Loudoun Wine Trail', 'https://www.visitloudoun.org\n'), (""Tuskie's Wine Trail"", 'http://www.tuskies.com/WineTrail/')]","['California', 'Colorado', 'District of Columbia', 'Florida', 'Maryland', 'North Carolina', 'Pennsylvania', 'Texas', 'Virginia']"
32,Bozzo Family Vineyards LLC,https://www.virginiawine.org/wineries/bozzo-family-vineyards-llc,https://bozwines.com,571-918-9001,"35226 Charles Town Pike, Purcellville, VA 20132",Northern Virginia,"Loudoun County, VA farm winery that is in phase 2 re-opening with limited indoor seating, outdoor seating, and outdoor seating reservations.  Bottle sales, single service glassware, aggressive sanitization, social distancing, masks.  Details on our coronavirus protocol page at bozwines.com.","(39.2371359, -77.7548164)","['Mon: Closed', 'Tues: Closed', 'Wed: Closed', 'Thurs: Closed', 'Fri: 3:00 PM - 6:00 PM', 'Sat: 1:00 PM - 6:00 PM', 'Sun: 1:00 PM - 5:00 PM', 'Child: Friendly', 'Food: Available: Light Fare', 'Group: Tours', 'Pet: Friendly', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Wine: Shop', 'Loudoun: Wine Trail']",Tour Fee: free,"['Features', 'Child Friendly', 'Food Available', 'Light Fare', 'Group Tours', 'Pet Friendly', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Wine Shop']","[('Loudoun Wine Trail', 'https://www.visitloudoun.org\n')]","['Maryland', 'Virginia', 'West Virginia']"
33,Breaux Vineyards,https://www.virginiawine.org/wineries/breaux-vineyards,http://www.breauxvineyards.com,(540) 668-6299,"36888 Breaux Vineyards Lane, Purcellville, Virginia 20132",Northern Virginia,"Voted ""Favorite Winery in Virginia"" the last 4 years in a row,  Breaux Vineyards is a family owned and operated winery in Loudoun County, VA. The 404 acre estate has over 104 acres planted in 18 different grape varieties.  Nestled between the hills, our vineyard plantings extend up the Short Hill Mountain.","(39.2317757, -77.7264747)","['Mon: 11:00 AM - 5:00 PM', 'Tues: 11:00 AM - 5:00 PM', 'Wed: 11:00 AM - 5:00 PM', 'Thurs: 11:00 AM - 5:00 PM', 'Fri: 11:00 AM - 6:00 PM', 'Sat: 11:00 AM - 6:00 PM', 'Sun: 11:00 AM - 5:00 PM', 'Child: Friendly', 'Food: Available: Light Fare', 'Group: Tours', 'Pet: Friendly', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Wine: Shop', 'Loudoun: Wine Trail', 'Tuski: e']",Tour Fee: $10 (Includes a souvenir glass),"['Features', 'Child Friendly', 'Food Available', 'Light Fare', 'Group Tours', 'Pet Friendly', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings', 'Wine Shop']","[('Loudoun Wine Trail', 'https://www.visitloudoun.org\n'), (""Tuskie's Wine Trail"", 'http://www.tuskies.com/WineTrail/')]","['California', 'Florida', 'Louisiana', 'Maryland', 'Pennsylvania', 'Texas', 'Virginia']"
34,Brent Manor Vineyards,https://www.virginiawine.org/wineries/brent-manor-vineyards,http://brentmanorvineyards.com/,(434) 826 -0722,"100 Brent Manor Lane, Faber, Virginia 22938",Central Virginia,"Nestled in the hills of Virginia Wine Country in beautiful Nelson County just South of Charlottesville, The Brent Manor Vineyards welcomes you to a mix of the New World and the Old World. When you visit our tasting room, you get to experience our wines, along with other select Virginia wines, and in addition, we are bringing the Old World in as well by offering a variety of Portuguese wines.","(37.8549663, -78.7453604)","['Mon: Closed', 'Tues: Closed', 'Wed: Closed', 'Thurs: Closed', 'Fri: Closed', 'Sat: 12:00 PM - 7:00 PM', 'Sun: 12:00 PM - 6:30 PM', 'Food: Available: Light Fare', 'Group: Tours', 'Picnic: Area', 'Private: Parties', 'Tasting: Room']",Tasting Fee: $9.00,"['Features', 'Food Available', 'Light Fare', 'Group Tours', 'Picnic Area', 'Private Parties', 'Tasting Room']",,"['District of Columbia', 'Florida', 'Minnesota', 'Virginia']"
35,Bright Meadows Farm,https://www.virginiawine.org/wineries/bright-meadows-farm,http://www.brightmeadowsfarm.com/,434 349 5349,"1181 Nathalie Road, Nathalie, VA 24577",Southern Virginia,Bright Meadows Farm is nestled among the rolling hills of historic Halifax County on the site of a 19th century tobacco plantation.Housed in a beautifully restored 117 year old barn serving seven wines and southern hospitality.,"(36.9324272, -78.948645)","['Mon: Closed', 'Tues: Closed', 'Wed: Closed', 'Thurs: Closed', 'Fri: Closed', 'Sat: Closed', 'Sun: Closed', 'Bu: s', 'Child: Friendly', 'Food: Available: Light Fare', 'Group: Tours', 'Pet: Friendly', 'Picnic: Area', 'Private: Parties', 'Tasting: Room', 'Weddings:  ', 'Wine: Shop']",Tour Fee: none,"['Features', 'Bus/RV Parking', 'Child Friendly', 'Food Available', 'Light Fare', 'Group Tours', 'Pet Friendly', 'Picnic Area', 'Private Parties', 'Tasting Room', 'Weddings', 'Wine Shop']",,
